Timestamp,Temperature,Humidity,Light,Soil_Moisture,Drip,Mist,Fan
2026-04-18 15:00:02,31.5,41.7,456.9,53.0,0.0,0.0,0.0
2026-04-18 15:00:07,31.6,41.6,465.7,53.0,0.0,0.0,0.0
2026-04-18 15:00:12,31.6,41.6,452.6,53.0,0.0,0.0,0.0
2026-04-18 15:00:17,31.5,41.5,468.6,53.0,0.0,0.0,0.0
2026-04-18 15:00:22,31.5,41.6,462.2,53.0,0.0,0.0,0.0
2026-04-18 15:00:27,31.6,41.6,461.0,53.0,0.0,0.0,0.0
2026-04-18 15:00:32,31.5,41.5,457.1,53.0,0.0,0.0,0.0
2026-04-18 15:00:37,31.4,41.5,453.2,53.0,0.0,0.0,0.0
2026-04-18 15:00:42,31.4,41.4,441.4,53.0,0.0,0.0,0.0
2026-04-18 15:00:47,31.4,41.5,451.1,53.0,0.0,0.0,0.0
2026-04-18 15:00:52,31.6,41.5,452.6,53.0,0.0,0.0,0.0
2026-04-18 15:00:57,31.5,41.6,470.6,53.0,0.0,0.0,0.0
2026-04-18 15:01:02,31.5,41.6,452.5,53.0,0.0,0.0,0.0
2026-04-18 15:01:07,31.5,41.6,444.4,53.0,0.0,0.0,0.0
2026-04-18 15:01:12,31.5,41.7,465.2,53.0,0.0,0.0,0.0
2026-04-18 15:01:17,31.6,41.9,452.7,53.0,0.0,0.0,0.0
2026-04-18 15:01:22,31.6,41.9,472.6,53.1,0.0,1.0,0.0
2026-04-18 15:01:27,31.5,45.1,453.7,53.1,0.0,1.0,0.0
2026-04-18 15:01:32,31.5,47.9,456.3,53.1,0.0,1.0,0.0
2026-04-18 15:01:37,31.5,50.4,457.3,53.1,0.0,1.0,0.0
2026-04-18 15:01:42,31.5,52.8,443.9,53.1,0.0,1.0,0.0
2026-04-18 15:01:47,31.5,54.8,448.7,53.1,0.0,1.0,0.0
2026-04-18 15:01:52,31.5,56.9,471.4,53.0,0.0,1.0,0.0
2026-04-18 15:01:57,31.6,58.5,441.9,53.0,0.0,1.0,0.0
2026-04-18 15:02:02,31.7,59.9,461.0,53.0,0.0,1.0,0.0
2026-04-18 15:02:07,31.6,61.3,445.2,53.0,0.0,1.0,0.0
2026-04-18 15:02:12,31.6,62.6,458.4,53.0,0.0,1.0,0.0
2026-04-18 15:02:17,31.6,63.8,453.9,53.0,0.0,1.0,0.0
2026-04-18 15:02:22,31.5,64.9,444.3,53.0,0.0,1.0,0.0
2026-04-18 15:02:27,31.6,65.9,447.5,53.0,0.0,1.0,0.0
2026-04-18 15:02:32,31.5,66.7,450.6,53.0,0.0,1.0,0.0
2026-04-18 15:02:37,31.5,67.4,461.3,53.1,0.0,1.0,0.0
2026-04-18 15:02:42,31.5,68.3,468.8,53.1,0.0,1.0,0.0
2026-04-18 15:02:47,31.6,69.0,441.3,53.1,0.0,1.0,0.0
2026-04-18 15:02:52,31.5,69.7,461.3,53.2,0.0,1.0,0.0
2026-04-18 15:02:57,31.5,70.3,457.5,53.2,0.0,1.0,0.0
2026-04-18 15:03:02,31.5,70.8,452.4,53.2,0.0,1.0,0.0
2026-04-18 15:03:07,31.6,71.3,450.2,53.1,0.0,1.0,0.0
2026-04-18 15:03:12,31.6,71.5,454.6,53.1,0.0,1.0,0.0
