Timestamp,Day_Index,Hour,Month,Season,Protocol_Phase,Soil_Moisture_True,Soil_Moisture,Soil_Low_SP,Soil_High_SP,Temperature,Humidity,Light,Drip,Mist,Fan,Command_Source,Planned_Drip,Planned_Mist,Planned_Fan,Safety_Override,Light_log,Temp_x_Humi,Temp_x_Light,Humi_x_Light,SP_Center,SP_Width,Hour_sin,Hour_cos,Day_sin,Day_cos
2026-01-01 00:00:00,0,0.0,1,winter,commissioning_rule_based,59.0,59.14315892410543,55.0,65.0,21.18337729791848,79.71569167526279,31.604010066677766,0.0,0.0,0.0,none,0.0,0.0,0.0,0,3.4844352889880756,1688.647573321631,73.81210739681602,277.76416915937864,60.0,10.0,0.0,1.0,0.0,1.0
2026-01-01 00:05:00,0,0.08333333333333333,1,winter,commissioning_rule_based,58.9,58.93115002411472,55.0,65.0,21.61603456567475,80.979676974504,31.147186475923974,0.0,0.0,0.0,none,0.0,0.0,0.0,0,3.4703249344412535,1750.459496598054,75.0146637370051,281.02579218761946,60.0,10.0,0.02181488503456112,0.9997620270799091,0.0,1.0
2026-01-01 00:10:00,0,0.16666666666666666,1,winter,commissioning_rule_based,58.8,58.94923843863628,55.0,65.0,20.621923975431823,82.31954950964104,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0,0.0,1697.5874916796135,0.0,0.0,60.0,10.0,0.043619387365336,0.9990482215818578,0.0,1.0
2026-01-01 00:15:00,0,0.25,1,winter,commissioning_rule_based,58.805982344292296,58.875805834243714,55.0,65.0,20.92408943528033,81.91639047183855,0.0,0.0,0.0,0.0,none,0.0,0.0,0.0,0,0.0,1714.0258804480952,0.0,0.0,60.0,10.0,0.06540312923014306,0.9978589232386035,0.0,1.0
2026-01-01 00:20:00,0,0.3333333333333333,1,winter,commissioning_rule_based,58.79543173578683,58.79343115928641,55.0,65.0,21.238726941359463,81.09933711889963,15.855666259258408,0.0,0.0,0.0,none,0.0,0.0,0.0,0,2.8246868767839484,1722.446676193567,59.992753270855765,229.0802332756331,60.0,10.0,0.08715574274765817,0.9961946980917455,0.0,1.0
2026-01-01 00:25:00,0,0.4166666666666667,1,winter,commissioning_rule_based,58.78398084312547,58.696411517152356,55.0,65.0,21.702435655330504,80.57320183082099,25.65453463862759,0.0,0.0,0.0,none,0.0,0.0,0.0,0,3.2829592914326775,1748.6347282773506,71.24821278138711,264.5185415909742,60.0,10.0,0.10886687485196457,0.9940563382223196,0.0,1.0
2026-01-01 00:30:00,0,0.5,1,winter,commissioning_rule_based,58.80673970152313,58.78995950871405,55.0,65.0,21.5394879464802,80.7020582174315,41.76016641105406,0.0,0.0,0.0,none,0.0,0.0,0.0,0,3.755606977895157,1738.281010230509,80.89385123208967,303.08521297188696,60.0,10.0,0.13052619222005157,0.9914448613738104,0.0,1.0
2026-01-01 00:35:00,0,0.5833333333333334,1,winter,commissioning_rule_based,58.817113303705206,58.73426999444297,55.0,65.0,21.356505924433872,81.48325344255714,4.831058703909333,0.0,0.0,0.0,none,0.0,0.0,0.0,0,1.7631985797436776,1740.1975848881184,37.655760914249235,143.67115674281087,60.0,10.0,0.15212338618991672,0.9883615104677607,0.0,1.0
2026-01-01 00:40:00,0,0.6666666666666666,1,winter,commissioning_rule_based,58.77424121451542,58.67449568589695,55.0,65.0,21.592963002431574,80.94453212014488,31.475936576073,0.0,0.0,0.0,none,0.0,0.0,0.0,0,3.48049940205067,1747.8322873194227,75.15429481846533,281.72739564343556,60.0,10.0,0.17364817766693033,0.984807753012208,0.0,1.0
2026-01-01 00:45:00,0,0.75,1,winter,commissioning_rule_based,58.74372422444263,58.689003588287605,55.0,65.0,21.71974584744259,81.60973893538859,6.633240615148797,0.0,0.0,0.0,none,0.0,0.0,0.0,0,2.032512475331258,1772.54278835278,44.14565439595135,165.87281249470442,60.0,10.0,0.19509032201612825,0.9807852804032304,0.0,1.0
