Timestamp,Temperature,Humidity,Light,Soil_Moisture,Drip,Mist,Fan
2026-04-14 17:00:00,29.7,51.8,150.9,54.3,0.0,0.0,0.0
2026-04-14 17:00:05,29.8,51.7,148.0,54.3,0.0,0.0,0.0
2026-04-14 17:00:10,29.8,51.6,160.1,54.3,0.0,0.0,0.0
2026-04-14 17:00:15,29.8,51.7,137.5,54.3,0.0,0.0,0.0
2026-04-14 17:00:20,29.8,51.8,145.9,54.3,0.0,0.0,0.0
2026-04-14 17:00:25,30.1,51.8,141.3,54.3,0.0,0.0,0.0
2026-04-14 17:00:30,30.0,51.8,142.0,54.3,0.0,0.0,0.0
2026-04-14 17:00:35,29.9,51.8,154.4,54.3,0.0,0.0,0.0
2026-04-14 17:00:40,29.8,51.7,159.1,54.3,0.0,0.0,0.0
2026-04-14 17:00:45,29.8,51.8,164.6,54.3,0.0,0.0,0.0
2026-04-14 17:00:50,29.9,51.8,150.9,54.3,0.0,0.0,0.0
2026-04-14 17:00:55,29.8,51.8,156.1,54.3,0.0,0.0,0.0
2026-04-14 17:01:00,29.7,51.7,136.5,54.3,0.0,0.0,0.0
2026-04-14 17:01:05,29.8,51.6,151.1,54.3,0.0,0.0,0.0
2026-04-14 17:01:10,30.0,51.6,145.8,54.3,0.0,0.0,0.0
2026-04-14 17:01:15,29.8,51.7,147.1,54.3,0.0,0.0,0.0
2026-04-14 17:01:20,30.0,51.7,146.0,54.3,0.0,0.0,0.0
2026-04-14 17:01:25,29.8,51.7,148.4,54.2,0.0,0.0,0.0
2026-04-14 17:01:30,29.9,51.8,132.0,54.2,0.0,0.0,0.0
2026-04-14 17:01:35,29.9,51.8,152.9,54.2,0.0,0.0,0.0
2026-04-14 17:01:40,29.9,51.8,151.0,54.2,0.0,0.0,0.0
2026-04-14 17:01:45,29.9,51.8,142.1,54.3,0.0,0.0,0.0
2026-04-14 17:01:50,29.9,51.8,142.3,54.3,0.0,0.0,0.0
2026-04-14 17:01:55,29.9,51.9,151.2,54.3,0.0,0.0,0.0
