Timestamp,Day_Index,Hour,Protocol_Phase,Greenhouse_Volume_m3,Soil_Moisture_True,Soil_Moisture,Soil_Low_SP,Soil_High_SP,Temperature,Humidity,Light,Drip,Mist,Fan,Planned_Drip,Planned_Mist,Planned_Fan,Command_Source,Safety_Override,Wet_Block,Light_log,Temp_x_Humi,Temp_x_Light,Humi_x_Light,SP_Center,SP_Width,Hour_sin,Hour_cos,Day_sin,Day_cos,Phase_identification
2026-01-01 00:00:00,0,0.0,commissioning_rule_based,0.045,59.0,58.89786616899261,55.0,65.0,22.048851642539855,77.58218396523758,26.730167879190283,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,3.322520913673201,1710.5980643537578,73.25777070481638,257.7684287529435,60.0,10.0,0.0,1.0,0.0,1.0,0.0
2026-01-01 00:00:20,0,0.005555555555555556,commissioning_rule_based,0.045,58.95,58.82805512399123,55.0,65.0,22.559441307591282,80.87703082832377,3.2684628431536495,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,1.4512537725348575,1824.5406301038208,32.739474303920545,117.37309610102284,60.0,10.0,0.001454440530541535,0.9999989423008122,0.0,1.0,0.0
2026-01-01 00:00:40,0,0.011111111111111112,commissioning_rule_based,0.045,58.9,58.90653389882775,55.0,65.0,22.201530955942125,78.73446667443442,9.993539221510048,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,2.3973077567455223,1748.0256991720494,53.223902372305886,188.75074768184345,60.0,10.0,0.0029088779843619342,0.9999957692054863,0.0,1.0,0.0
2026-01-01 00:01:00,0,0.016666666666666666,commissioning_rule_based,0.045,58.85,58.76935412726309,55.0,65.0,22.296288301546866,80.95332681865274,3.0218990089665994,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,1.3917541813799614,1804.9587137180272,31.03095247293097,112.66713109647853,60.0,10.0,0.004363309284746571,0.9999904807207345,0.0,1.0,0.0
2026-01-01 00:01:20,0,0.022222222222222223,commissioning_rule_based,0.045,58.8,58.826592376887945,55.0,65.0,22.80071981600962,80.1223285129088,9.41837122657761,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,2.343570711878555,1826.8467634291123,53.435099170549144,187.7723424703651,60.0,10.0,0.005817731354993834,0.9999830768577442,0.0,1.0,0.0
2026-01-01 00:01:40,0,0.027777777777777776,commissioning_rule_based,0.045,58.780416317471435,58.836617453993284,55.0,65.0,22.70337868360116,80.11731637176031,13.162563454054157,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,2.6506021067715655,1818.933772701953,60.17762336958588,212.3591275638719,60.0,10.0,0.007272141118421639,0.9999735576321774,0.0,1.0,0.0
2026-01-01 00:02:00,0,0.03333333333333333,commissioning_rule_based,0.045,58.78064753970664,58.83302240536307,55.0,65.0,22.645207640743184,80.66502844682829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,0.0,1826.6763185248822,0.0,0.0,60.0,10.0,0.008726535498373935,0.9999619230641713,0.0,1.0,0.0
2026-01-01 00:02:20,0,0.03888888888888889,commissioning_rule_based,0.045,58.77756283184943,58.766631724826595,55.0,65.0,22.406562184159544,79.9545556582972,13.352856352250393,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,2.6639489713353286,1791.5067232644815,59.68993828165289,212.9948562994941,60.0,10.0,0.010180911418227214,0.9999481731783374,0.0,1.0,0.0
2026-01-01 00:02:40,0,0.044444444444444446,commissioning_rule_based,0.045,58.76504129021456,58.75286236529341,55.0,65.0,22.339463166014298,79.94634699544243,32.06283797050007,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,3.4984099317364064,1785.9584739620839,78.15259980964404,279.6850943349008,60.0,10.0,0.011635265801397015,0.9999323080037622,0.0,1.0,0.0
2026-01-01 00:03:00,0,0.05,commissioning_rule_based,0.045,58.753112641172805,58.77688769573591,55.0,65.0,22.56232150856808,80.19160680463405,8.30268183490983,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,2.230302727933905,1809.3088150148292,50.32080720908121,178.85155941377843,60.0,10.0,0.01308959557134444,0.999914327574007,0.0,1.0,0.0
2026-01-01 00:03:20,0,0.05555555555555555,commissioning_rule_based,0.045,58.742960890789035,58.82292204759051,55.0,65.0,22.493370279424706,80.18738402841747,20.867978005596633,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,3.0850233752519576,1803.684520689621,69.39257310022288,247.37995412797338,60.0,10.0,0.014543897651582658,0.9998942319271075,0.0,1.0,0.0
2026-01-01 00:03:40,0,0.061111111111111116,commissioning_rule_based,0.045,58.73951335118056,58.76160814350342,55.0,65.0,22.350680870126425,80.6132898948656,5.922969527578299,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,1.934844800065271,1801.7619163311285,43.24509865948244,155.97420476923497,60.0,10.0,0.01599816896568341,0.999872021105574,0.0,1.0,0.0
2026-01-01 00:04:00,0,0.06666666666666667,commissioning_rule_based,0.045,58.73477229105844,58.71209280043646,55.0,65.0,22.446314571277668,80.83726256726494,1.965166442817079,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,1.0869331667314928,1814.498624665798,24.397643778410085,87.86470179214244,60.0,10.0,0.01745240643728351,0.9998476951563913,0.0,1.0,0.0
2026-01-01 00:04:20,0,0.07222222222222222,commissioning_rule_based,0.045,58.7104058302592,58.776265736537866,55.0,65.0,22.348704768707663,80.88781735589554,18.846079457160258,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,2.988006479170433,1807.737949472057,66.77807464996565,241.69332234537046,60.0,10.0,0.01890660699009139,0.9998212541310183,0.0,1.0,0.0
2026-01-01 00:04:40,0,0.07777777777777778,commissioning_rule_based,0.045,58.7206266810296,58.77257944032043,55.0,65.0,22.52077510535332,80.99327278926917,3.4450649555938995,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,1.491794482041076,1824.0312815336636,33.59636803345411,120.82531742947938,60.0,10.0,0.020360767547893555,0.9997926980853884,0.0,1.0,0.0
2026-01-01 00:05:00,0,0.08333333333333333,commissioning_rule_based,0.045,58.71659337178603,58.79994869986295,55.0,65.0,22.32502108973952,80.81835798885469,19.591629441226317,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,3.0248846554134117,1804.2715465392992,67.53061372613386,244.46621095619446,60.0,10.0,0.02181488503456112,0.9997620270799091,0.0,1.0,0.0
