Timestamp,Month,Season,Soil_Moisture,Soil_Low_SP,Soil_High_SP,Temperature,Humidity,Light,Drip,Mist,Fan
2025-01-01 00:00:00,1,winter,58.0,51.0,60.0,20.132811150145113,81.55184151353832,3.691769200977758,0.0,0.0,0.0
2025-01-01 00:05:00,1,winter,57.8,51.0,60.0,20.135769618816717,83.77755759129593,12.996300160345427,0.0,0.0,0.0
2025-01-01 00:10:00,1,winter,57.1439723781987,51.0,60.0,19.66254798543709,83.1572904195674,13.795450932330137,0.0,0.0,0.0
2025-01-01 00:15:00,1,winter,56.677985339587444,51.0,60.0,20.449179491889815,82.94401126555312,10.5932987884041,0.0,0.0,0.0
2025-01-01 00:20:00,1,winter,56.067865929199826,51.0,60.0,20.30431931025087,82.99205403906141,4.293651294644611,0.0,0.0,0.0
2025-01-01 00:25:00,1,winter,55.879113479881624,51.0,60.0,20.416196510631366,82.55542505095167,18.991937802817464,0.0,0.0,0.0
2025-01-01 00:30:00,1,winter,55.319357325792865,51.0,60.0,20.346337233070162,82.7659347571016,20.277952667408908,0.0,0.0,0.0
2025-01-01 00:35:00,1,winter,54.787322610043226,51.0,60.0,19.83233158849484,83.58198141066192,4.088507874568085,0.0,0.0,0.0
2025-01-01 00:40:00,1,winter,54.51209781577282,51.0,60.0,19.648170484336912,83.01225344458315,7.047403238796172,0.0,0.0,0.0
2025-01-01 00:45:00,1,winter,54.512593222014885,51.0,60.0,19.937194196365194,83.1314370092911,11.041180185618831,0.0,0.0,0.0
2025-01-01 00:50:00,1,winter,53.96544968185685,51.0,60.0,20.048707436661562,84.61895710053031,12.323495687558648,0.0,0.0,0.0
2025-01-01 00:55:00,1,winter,52.934214582546716,51.0,60.0,20.09524399254249,86.26118761986298,3.2079300438396823,0.0,0.0,0.0
2025-01-01 01:00:00,1,winter,52.524819007297246,51.0,60.0,18.20159305238089,82.3652156912548,24.326487785271887,0.0,0.0,1.0
2025-01-01 01:05:00,1,winter,52.329165921383385,51.0,60.0,17.06291016217799,79.97488845468864,11.103290207782043,0.0,0.0,1.0
2025-01-01 01:10:00,1,winter,51.694141651160564,51.0,60.0,17.650155200312753,80.93759912816691,10.6675374693601,0.0,0.0,0.0
2025-01-01 01:15:00,1,winter,51.17347333268538,51.0,60.0,17.521576270318942,82.90142715782592,20.39857877575068,0.0,0.0,0.0
2025-01-01 01:20:00,1,winter,50.65430211726567,51.0,60.0,17.154938215400094,83.86942228675355,5.200906458170882,0.0,0.0,0.0
2025-01-01 01:25:00,1,winter,50.17524566184453,51.0,60.0,17.380518540628703,83.64676432464623,10.477000124359515,0.0,0.0,0.0
2025-01-01 01:30:00,1,winter,49.95953392379131,51.0,60.0,18.485330025485236,85.63028008201118,0.0,1.0,0.0,0.0
2025-01-01 01:35:00,1,winter,50.87224578153634,51.0,60.0,17.33597869603734,82.97761694439868,6.919511067584573,1.0,0.0,1.0
2025-01-01 01:40:00,1,winter,53.518840703248024,51.0,60.0,16.630816286753923,80.37170899918777,0.0,1.0,0.0,1.0
2025-01-01 01:45:00,1,winter,56.049520765939775,51.0,60.0,15.908196164545979,77.12185442747368,16.70299779444698,1.0,0.0,1.0
2025-01-01 01:50:00,1,winter,58.651687679767775,51.0,60.0,16.17883896372276,76.47504489684485,12.232924252878494,0.0,0.0,0.0
2025-01-01 01:55:00,1,winter,59.63081878738745,51.0,60.0,16.865453456411885,78.79398312783516,5.584869251274325,0.0,0.0,0.0
2025-01-01 02:00:00,1,winter,59.281091788807196,51.0,60.0,17.3778062312115,80.58227599248413,9.577301144559028,0.0,0.0,0.0
2025-01-01 02:05:00,1,winter,58.39550779348879,51.0,60.0,17.50358036302124,81.00290392992413,15.320617266896667,0.0,0.0,0.0
2025-01-01 02:10:00,1,winter,57.49755946410539,51.0,60.0,17.79559832446832,81.57766916461208,2.0244164912740015,0.0,0.0,0.0
2025-01-01 02:15:00,1,winter,56.820570536984825,51.0,60.0,18.14640797015895,83.27927306818518,10.444841482897427,0.0,0.0,0.0
2025-01-01 02:20:00,1,winter,56.137134167454505,51.0,60.0,18.17537846866293,83.1760601009118,12.014481097745106,0.0,0.0,0.0
2025-01-01 02:25:00,1,winter,55.49030521202459,51.0,60.0,18.352275323202985,84.79631991726924,0.0,0.0,0.0,0.0
2025-01-01 02:30:00,1,winter,55.025592745733135,51.0,60.0,18.5927837274683,84.56430636555557,16.786081530409277,0.0,0.0,0.0
2025-01-01 02:35:00,1,winter,54.820839315519734,51.0,60.0,18.314243056479736,83.86858321448835,0.0,0.0,0.0,0.0
2025-01-01 02:40:00,1,winter,54.57777046289088,51.0,60.0,18.72341333386345,85.19166143271066,7.254061466607318,0.0,0.0,0.0
2025-01-01 02:45:00,1,winter,54.25773715185915,51.0,60.0,17.49756167138419,82.65850996934171,0.0,0.0,0.0,1.0
2025-01-01 02:50:00,1,winter,53.7837691361674,51.0,60.0,15.965016202726881,79.03555841240355,22.434427931131864,0.0,0.0,1.0
2025-01-01 02:55:00,1,winter,52.77700094085929,51.0,60.0,16.710696018584763,80.442000450537,0.0,0.0,0.0,0.0
2025-01-01 03:00:00,1,winter,52.69546402398511,51.0,60.0,16.90268846477603,81.23564294591432,0.0,0.0,0.0,0.0
2025-01-01 03:05:00,1,winter,52.201398897553005,51.0,60.0,16.760742938373813,80.64414217678592,10.6604726837419,0.0,0.0,0.0
2025-01-01 03:10:00,1,winter,52.23284329172631,51.0,60.0,17.602947084648743,83.01467307431462,4.519547450972114,0.0,0.0,0.0
2025-01-01 03:15:00,1,winter,51.53141487310868,51.0,60.0,18.159282110348748,83.30824811896139,0.0,0.0,0.0,0.0
2025-01-01 03:20:00,1,winter,50.751594411960596,51.0,60.0,17.90565449882353,83.21587616847417,12.428668665747123,0.0,0.0,0.0
2025-01-01 03:25:00,1,winter,50.4076547291,51.0,60.0,17.825114798040133,83.23275748957042,0.0,0.0,0.0,0.0
2025-01-01 03:30:00,1,winter,49.86993058740979,51.0,60.0,18.441234903747358,83.56757118800284,2.6027913835683183,1.0,0.0,0.0
2025-01-01 03:35:00,1,winter,50.7312100477308,51.0,60.0,18.094353866143056,84.40448706853428,4.052248178366689,1.0,0.0,0.0
2025-01-01 03:40:00,1,winter,53.09628573372528,51.0,60.0,18.204553341243525,85.13182694070316,16.01247508581178,1.0,0.0,0.0
2025-01-01 03:45:00,1,winter,55.55782326774526,51.0,60.0,16.961503800461653,81.40977288890986,15.378454364352477,1.0,0.0,1.0
2025-01-01 03:50:00,1,winter,58.208474562625696,51.0,60.0,16.20681274215759,79.12257859341419,17.239436695339382,0.0,0.0,1.0
2025-01-01 03:55:00,1,winter,59.375214143875326,51.0,60.0,16.661714784958665,80.30136458164853,5.840318216804257,0.0,0.0,0.0
2025-01-01 04:00:00,1,winter,58.85150320025751,51.0,60.0,17.144967182516453,81.38148937566417,0.0,0.0,0.0,0.0
2025-01-01 04:05:00,1,winter,58.70893207716603,51.0,60.0,17.612332874064844,81.26539310579048,10.133965145969592,0.0,0.0,0.0
2025-01-01 04:10:00,1,winter,58.093060129940284,51.0,60.0,17.78113338615679,81.78135119328569,19.696580064605527,0.0,0.0,0.0
2025-01-01 04:15:00,1,winter,58.00013323297155,51.0,60.0,18.54496283278487,81.97281521154426,19.927357584513768,0.0,0.0,0.0
2025-01-01 04:20:00,1,winter,57.60093027154429,51.0,60.0,19.02916738305425,81.73492705085094,9.9487244577925,0.0,0.0,0.0
