Timestamp,Temperature,Humidity,Light,Soil_Moisture,Drip,Mist,Fan
2026-04-10 22:00:01,30.8,59.2,0.0,54.5,0.0,0.0,0.0
2026-04-10 22:00:06,30.9,59.2,17.7,54.5,0.0,0.0,0.0
2026-04-10 22:00:11,30.9,59.2,0.0,54.5,0.0,0.0,0.0
2026-04-10 22:00:16,30.8,59.2,14.9,54.5,0.0,0.0,0.0
2026-04-10 22:00:21,30.8,59.2,6.0,54.5,0.0,0.0,0.0
2026-04-10 22:00:26,30.7,59.4,17.4,54.5,0.0,0.0,0.0
2026-04-10 22:00:31,30.7,59.4,8.1,54.5,0.0,0.0,0.0
2026-04-10 22:00:36,30.7,59.4,22.2,54.5,0.0,0.0,0.0
2026-04-10 22:00:41,30.8,59.4,25.5,54.5,0.0,0.0,0.0
2026-04-10 22:00:46,30.8,59.4,6.0,54.5,0.0,0.0,0.0
2026-04-10 22:00:51,30.8,59.3,27.6,54.5,0.0,0.0,0.0
2026-04-10 22:00:56,30.9,59.4,19.6,54.5,0.0,0.0,0.0
2026-04-10 22:01:01,30.9,59.4,6.1,54.5,0.0,0.0,0.0
2026-04-10 22:01:06,30.8,59.4,15.6,54.5,0.0,0.0,0.0
2026-04-10 22:01:11,30.8,59.5,13.5,54.5,0.0,0.0,0.0
2026-04-10 22:01:16,30.9,59.3,3.3,54.5,0.0,0.0,0.0
2026-04-10 22:01:21,30.8,59.5,5.5,54.5,0.0,0.0,0.0
2026-04-10 22:01:26,30.8,59.4,32.2,54.5,0.0,0.0,0.0
2026-04-10 22:01:31,31.0,59.3,33.5,54.5,0.0,0.0,0.0
2026-04-10 22:01:36,30.8,59.4,3.1,54.5,0.0,0.0,0.0
2026-04-10 22:01:41,30.8,59.5,16.1,54.5,0.0,0.0,0.0
2026-04-10 22:01:46,30.9,59.4,15.5,54.5,0.0,0.0,0.0
2026-04-10 22:01:51,31.0,59.3,5.8,54.5,0.0,0.0,0.0
2026-04-10 22:01:56,30.9,59.2,5.9,54.5,0.0,0.0,0.0
2026-04-10 22:02:01,30.9,59.1,29.5,54.5,0.0,0.0,0.0
2026-04-10 22:02:06,31.0,59.1,10.9,54.5,0.0,0.0,0.0
2026-04-10 22:02:11,30.8,59.1,16.0,54.5,0.0,0.0,0.0
2026-04-10 22:02:16,30.8,59.1,0.0,54.5,0.0,0.0,0.0
2026-04-10 22:02:21,30.8,59.0,18.9,54.5,0.0,0.0,0.0
2026-04-10 22:02:26,30.9,59.1,7.1,54.5,0.0,0.0,0.0
2026-04-10 22:02:31,30.9,59.3,27.2,54.5,0.0,0.0,0.0
2026-04-10 22:02:36,31.0,59.2,10.0,54.5,0.0,0.0,0.0
2026-04-10 22:02:41,30.8,59.3,0.0,54.5,0.0,0.0,0.0
2026-04-10 22:02:46,30.8,59.2,2.3,54.5,0.0,0.0,0.0
2026-04-10 22:02:51,30.9,59.2,24.5,54.5,0.0,0.0,0.0
2026-04-10 22:02:56,30.8,59.2,16.0,54.5,0.0,0.0,0.0
2026-04-10 22:03:01,30.8,59.2,18.0,54.5,0.0,0.0,0.0
2026-04-10 22:03:06,30.7,59.3,18.0,54.5,0.0,0.0,0.0
