Timestamp,Temperature,Humidity,Light,Soil_Moisture,Drip,Mist,Fan
2026-04-14 07:00:02,29.0,59.7,168.2,53.9,0.0,1.0,0.0
2026-04-14 07:00:07,29.1,61.4,148.5,53.9,0.0,1.0,0.0
2026-04-14 07:00:12,29.1,63.0,148.2,53.9,0.0,1.0,0.0
2026-04-14 07:00:17,29.2,65.2,155.0,53.9,0.0,1.0,0.0
2026-04-14 07:00:22,29.2,66.1,147.0,53.9,0.0,1.0,0.0
2026-04-14 07:00:27,29.1,66.9,138.9,53.9,0.0,1.0,0.0
2026-04-14 07:00:32,29.1,68.0,156.8,53.9,0.0,1.0,0.0
2026-04-14 07:00:37,29.1,69.1,147.9,53.9,0.0,1.0,0.0
2026-04-14 07:00:42,29.1,70.1,159.6,53.9,0.0,1.0,0.0
2026-04-14 07:00:47,29.1,70.9,141.5,53.9,0.0,1.0,0.0
2026-04-14 07:00:52,29.1,71.6,173.8,53.9,0.0,1.0,0.0
2026-04-14 07:00:57,29.1,72.4,156.9,53.9,0.0,1.0,0.0
2026-04-14 07:01:02,29.1,73.1,147.2,53.9,0.0,1.0,0.0
2026-04-14 07:01:07,29.1,73.6,168.7,53.9,0.0,1.0,0.0
2026-04-14 07:01:12,29.2,74.2,144.6,53.9,0.0,1.0,0.0
2026-04-14 07:01:17,29.1,74.6,150.7,53.9,0.0,1.0,0.0
2026-04-14 07:01:22,29.1,75.1,168.1,53.9,0.0,1.0,0.0
2026-04-14 07:01:27,29.1,75.4,153.2,53.9,0.0,1.0,0.0
2026-04-14 07:01:32,29.2,75.9,157.5,53.9,0.0,1.0,0.0
2026-04-14 07:01:37,29.2,76.2,162.9,53.9,0.0,1.0,0.0
2026-04-14 07:01:42,29.1,76.5,145.5,53.9,0.0,1.0,0.0
2026-04-14 07:01:47,29.3,76.9,155.8,53.9,0.0,1.0,0.0
2026-04-14 07:01:52,29.2,77.2,164.3,53.9,0.0,1.0,0.0
2026-04-14 07:01:57,29.1,77.3,148.5,53.9,0.0,1.0,0.0
2026-04-14 07:02:02,29.2,77.5,141.4,53.9,0.0,1.0,0.0
2026-04-14 07:02:07,29.2,77.6,156.0,53.9,0.0,1.0,0.0
2026-04-14 07:02:12,29.1,77.7,152.7,53.9,0.0,1.0,0.0
2026-04-14 07:02:17,29.0,78.1,161.4,53.9,0.0,0.0,0.0
2026-04-14 07:02:22,29.2,77.2,167.5,53.9,0.0,0.0,0.0
2026-04-14 07:02:27,29.3,76.3,147.0,53.9,0.0,0.0,0.0
2026-04-14 07:02:32,29.2,75.4,147.8,53.9,0.0,0.0,0.0
2026-04-14 07:02:37,29.1,74.6,139.9,53.9,0.0,0.0,0.0
2026-04-14 07:02:42,29.1,73.9,148.0,53.9,0.0,0.0,0.0
2026-04-14 07:02:47,29.1,73.1,166.5,53.9,0.0,0.0,0.0
