Timestamp,Day_Index,Hour,Protocol_Phase,Greenhouse_Volume_m3,Temperature_In,Humidity_In,Light_In,Soil_Moisture,Soil_Low_SP,Soil_High_SP,Drip,Mist,Fan,Planned_Drip,Planned_Mist,Planned_Fan,Command_Source,Safety_Override,Wet_Block,Sampling_Seconds,Generated_From
2026-01-01 00:00:00,0,0.0,commissioning_rule_based,0.045,22.44199694875625,81.78769916566691,0.0,59.242450200083546,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
2026-01-01 00:00:05,0,0.001388888888888889,commissioning_rule_based,0.045,22.677892209353473,83.17054138144631,4.917869185052917,59.10326648227858,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
2026-01-01 00:00:10,0,0.002777777777777778,commissioning_rule_based,0.045,22.619967948255777,83.59884799537484,22.657788766231285,58.92879385812774,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
2026-01-01 00:00:15,0,0.004166666666666667,commissioning_rule_based,0.045,22.57519948601604,82.9094835470892,42.17873648580814,59.12263909015679,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
2026-01-01 00:00:20,0,0.005555555555555556,commissioning_rule_based,0.045,22.74938686913427,82.70440388121568,2.7023125000005903,58.91385173086011,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
2026-01-01 00:00:25,0,0.006944444444444444,commissioning_rule_based,0.045,22.78269268984838,82.46094024996715,24.171878904399883,58.90083372990394,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
2026-01-01 00:00:30,0,0.008333333333333333,commissioning_rule_based,0.045,22.695268342365356,82.2898921399816,4.193297140051733,58.945305263675635,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
2026-01-01 00:00:35,0,0.009722222222222222,commissioning_rule_based,0.045,22.74050502167107,81.95502135294564,12.17825744305263,58.965321717396435,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
2026-01-01 00:00:40,0,0.011111111111111112,commissioning_rule_based,0.045,22.715829286716943,81.86496295244879,12.114269456194645,59.00097103502151,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
2026-01-01 00:00:45,0,0.0125,commissioning_rule_based,0.045,22.819530410808568,81.91917371188003,33.20071389252972,59.0501013220391,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
2026-01-01 00:00:50,0,0.013888888888888888,commissioning_rule_based,0.045,22.797151917097732,82.04406650521469,39.1825600551695,58.98784436787486,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
2026-01-01 00:00:55,0,0.015277777777777779,commissioning_rule_based,0.045,22.856744641238343,81.83494133475344,0.0,58.98344994765803,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
2026-01-01 00:01:00,0,0.016666666666666666,commissioning_rule_based,0.045,22.882047814450047,82.20037726788918,5.672781801922312,59.002615156400104,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
2026-01-01 00:01:05,0,0.018055555555555554,commissioning_rule_based,0.045,22.823917892051014,82.22530840755903,0.0,59.00589099668527,55.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,none,0,0,5,native_5s_physical_protocol
