Timestamp,Temperature,Humidity,Light,Soil_Moisture,Drip,Mist,Fan
2026-04-08 13:30:00,31.3,38.1,616.7,53.9,0.0,0.0,0.0
2026-04-08 13:30:05,31.2,38.1,610.3,53.9,0.0,0.0,0.0
2026-04-08 13:30:10,31.3,38.1,609.6,54.0,0.0,0.0,0.0
2026-04-08 13:30:15,31.3,38.2,615.5,54.0,0.0,0.0,0.0
2026-04-08 13:30:20,31.3,38.2,611.8,53.9,0.0,0.0,0.0
2026-04-08 13:30:25,31.3,38.2,615.4,53.9,0.0,0.0,0.0
2026-04-08 13:30:30,31.3,38.3,623.7,53.9,0.0,0.0,0.0
2026-04-08 13:30:35,31.4,38.2,626.0,53.9,0.0,0.0,0.0
2026-04-08 13:30:40,31.3,38.2,622.8,53.9,0.0,0.0,0.0
2026-04-08 13:30:45,31.4,38.3,625.5,53.9,0.0,0.0,0.0
2026-04-08 13:30:50,31.3,38.2,609.8,53.9,0.0,0.0,0.0
2026-04-08 13:30:55,31.3,38.1,615.1,53.9,0.0,0.0,0.0
2026-04-08 13:31:00,31.2,38.1,618.2,53.9,0.0,0.0,0.0
2026-04-08 13:31:05,31.4,37.9,617.5,53.9,0.0,0.0,0.0
2026-04-08 13:31:10,31.3,37.8,617.9,53.9,0.0,0.0,0.0
2026-04-08 13:31:15,31.3,37.8,625.5,53.9,0.0,0.0,0.0
2026-04-08 13:31:20,31.2,37.9,622.2,53.9,0.0,0.0,0.0
2026-04-08 13:31:25,31.3,37.9,619.0,53.9,0.0,0.0,0.0
2026-04-08 13:31:30,31.3,37.8,621.2,53.9,0.0,0.0,0.0
2026-04-08 13:31:35,31.3,37.7,609.3,53.9,0.0,0.0,0.0
2026-04-08 13:31:40,31.3,37.7,616.0,53.9,0.0,0.0,0.0
2026-04-08 13:31:45,31.4,37.8,611.1,53.9,0.0,0.0,0.0
2026-04-08 13:31:50,31.2,37.7,619.2,53.9,0.0,0.0,0.0
2026-04-08 13:31:55,31.4,37.9,617.8,53.9,0.0,0.0,0.0
2026-04-08 13:32:00,31.5,38.0,603.8,53.9,0.0,0.0,0.0
2026-04-08 13:32:05,31.5,38.1,610.2,53.9,0.0,0.0,0.0
2026-04-08 13:32:10,31.5,38.0,601.1,53.9,0.0,0.0,0.0
2026-04-08 13:32:15,31.4,38.0,618.1,53.9,0.0,0.0,0.0
2026-04-08 13:32:20,31.4,37.9,612.7,53.9,0.0,0.0,0.0
2026-04-08 13:32:25,31.3,37.7,609.2,53.9,0.0,0.0,0.0
2026-04-08 13:32:30,31.3,37.7,603.2,53.9,0.0,0.0,0.0
2026-04-08 13:32:35,31.3,37.7,606.7,53.9,0.0,0.0,0.0
2026-04-08 13:32:40,31.3,37.7,581.4,53.9,0.0,0.0,0.0
2026-04-08 13:32:45,31.3,37.6,627.6,53.9,0.0,0.0,0.0
2026-04-08 13:32:50,31.5,37.6,636.5,53.9,0.0,0.0,0.0
2026-04-08 13:32:55,31.3,37.7,610.9,53.9,0.0,0.0,0.0
2026-04-08 13:33:00,31.4,37.6,625.0,53.9,0.0,0.0,0.0
2026-04-08 13:33:05,31.3,37.7,630.6,53.9,0.0,0.0,0.0
2026-04-08 13:33:10,31.1,37.7,615.5,53.9,0.0,0.0,0.0
2026-04-08 13:33:15,31.3,37.7,613.4,53.9,0.0,0.0,0.0
2026-04-08 13:33:20,31.3,37.7,618.2,53.9,0.0,0.0,0.0
2026-04-08 13:33:25,31.2,37.7,635.8,53.9,0.0,0.0,0.0
2026-04-08 13:33:30,31.3,37.8,608.8,53.9,0.0,0.0,0.0
2026-04-08 13:33:35,31.4,38.0,612.2,53.9,0.0,0.0,0.0
2026-04-08 13:33:40,31.3,38.0,604.7,53.9,0.0,0.0,0.0
2026-04-08 13:33:45,31.5,37.9,605.0,53.9,0.0,0.0,0.0
2026-04-08 13:33:50,31.3,37.9,625.3,53.9,0.0,0.0,0.0
2026-04-08 13:33:55,31.4,38.0,619.6,53.9,0.0,0.0,0.0
2026-04-08 13:34:00,31.3,38.2,618.2,53.9,0.0,0.0,0.0
2026-04-08 13:34:05,31.3,38.1,628.3,53.9,0.0,0.0,0.0
2026-04-08 13:34:10,31.3,38.2,624.2,53.9,0.0,0.0,0.0
2026-04-08 13:34:15,31.3,38.1,620.6,53.9,0.0,0.0,0.0
2026-04-08 13:34:20,31.3,38.0,612.6,53.9,0.0,0.0,0.0
2026-04-08 13:34:25,31.3,38.1,616.2,53.9,0.0,0.0,0.0
2026-04-08 13:34:30,31.4,38.0,622.6,53.9,0.0,0.0,0.0
2026-04-08 13:34:35,31.3,38.2,607.8,53.9,0.0,0.0,0.0
2026-04-08 13:34:40,31.4,38.1,618.6,53.9,0.0,0.0,0.0
2026-04-08 13:34:45,31.4,38.0,624.3,53.9,0.0,0.0,0.0
2026-04-08 13:34:50,31.4,37.9,623.7,53.9,0.0,0.0,0.0
2026-04-08 13:34:55,31.4,37.8,624.3,53.9,0.0,0.0,0.0
2026-04-08 13:35:00,31.3,37.9,625.4,53.9,0.0,0.0,0.0
2026-04-08 13:35:05,31.4,37.9,615.4,53.9,0.0,0.0,0.0
2026-04-08 13:35:10,31.3,38.0,592.4,53.9,0.0,0.0,0.0
2026-04-08 13:35:15,31.2,37.9,613.4,53.9,0.0,0.0,0.0
2026-04-08 13:35:20,31.2,37.9,614.2,53.9,0.0,0.0,0.0
2026-04-08 13:35:25,31.3,37.9,608.5,53.9,0.0,0.0,0.0
2026-04-08 13:35:30,31.4,37.9,616.7,53.9,0.0,0.0,0.0
2026-04-08 13:35:35,31.4,38.0,623.1,53.9,0.0,0.0,0.0
2026-04-08 13:35:40,31.3,37.9,619.1,53.9,0.0,0.0,0.0
2026-04-08 13:35:45,31.5,38.0,601.4,53.9,0.0,0.0,0.0
2026-04-08 13:35:50,31.4,37.9,611.7,53.9,0.0,0.0,0.0
2026-04-08 13:35:55,31.2,37.9,597.2,53.9,0.0,0.0,0.0
2026-04-08 13:36:00,31.4,37.8,625.1,53.9,0.0,0.0,0.0
2026-04-08 13:36:05,31.3,37.9,610.4,53.9,0.0,0.0,0.0
2026-04-08 13:36:10,31.4,38.0,612.4,53.9,0.0,0.0,0.0
2026-04-08 13:36:15,31.3,38.1,605.4,53.9,0.0,0.0,0.0
2026-04-08 13:36:20,31.4,38.0,603.5,53.9,0.0,0.0,0.0
2026-04-08 13:36:25,31.5,38.0,601.3,53.9,0.0,0.0,0.0
2026-04-08 13:36:30,31.4,37.9,614.7,53.9,0.0,0.0,0.0
2026-04-08 13:36:35,31.2,37.8,609.8,53.9,0.0,0.0,0.0
2026-04-08 13:36:40,31.4,38.0,597.9,53.9,0.0,0.0,0.0
2026-04-08 13:36:45,31.4,37.8,604.8,53.9,0.0,0.0,0.0
2026-04-08 13:36:50,31.3,37.9,606.6,53.9,0.0,0.0,0.0
2026-04-08 13:36:55,31.4,37.9,604.7,53.9,0.0,0.0,0.0
2026-04-08 13:37:00,31.4,37.9,604.4,53.9,0.0,0.0,0.0
2026-04-08 13:37:05,31.5,38.1,619.6,53.9,0.0,0.0,0.0
2026-04-08 13:37:10,31.4,38.2,611.8,53.9,0.0,0.0,0.0
2026-04-08 13:37:15,31.3,38.1,608.0,53.9,0.0,0.0,0.0
2026-04-08 13:37:20,31.3,38.1,604.2,53.9,0.0,0.0,0.0
2026-04-08 13:37:25,31.3,38.0,611.5,53.9,0.0,0.0,0.0
2026-04-08 13:37:30,31.3,37.9,611.1,53.9,0.0,0.0,0.0
2026-04-08 13:37:35,31.4,37.9,619.1,53.9,0.0,0.0,0.0
2026-04-08 13:37:40,31.4,37.8,606.0,53.9,0.0,0.0,0.0
2026-04-08 13:37:45,31.5,37.7,594.3,53.9,0.0,0.0,0.0
2026-04-08 13:37:50,31.3,37.8,605.5,53.9,0.0,0.0,0.0
2026-04-08 13:37:55,31.4,37.8,606.7,53.9,0.0,0.0,0.0
2026-04-08 13:38:00,31.4,37.8,608.9,53.9,0.0,0.0,0.0
2026-04-08 13:38:05,31.4,37.9,618.1,53.9,0.0,0.0,0.0
2026-04-08 13:38:10,31.3,37.8,598.0,53.9,0.0,0.0,0.0
2026-04-08 13:38:15,31.4,37.6,621.9,53.9,0.0,0.0,0.0
2026-04-08 13:38:20,31.6,37.7,624.7,53.9,0.0,0.0,0.0
2026-04-08 13:38:25,31.4,37.7,597.9,53.9,0.0,0.0,0.0
2026-04-08 13:38:30,31.4,37.7,609.0,53.9,0.0,0.0,0.0
2026-04-08 13:38:35,31.5,37.8,602.3,53.9,0.0,0.0,0.0
2026-04-08 13:38:40,31.4,37.6,623.8,53.9,0.0,0.0,0.0
2026-04-08 13:38:45,31.4,37.7,607.2,53.9,0.0,0.0,0.0
2026-04-08 13:38:50,31.4,37.6,611.7,53.9,0.0,0.0,0.0
2026-04-08 13:38:55,31.4,37.7,593.4,53.9,0.0,0.0,0.0
2026-04-08 13:39:00,31.4,37.8,598.6,53.9,0.0,0.0,0.0
2026-04-08 13:39:05,31.4,37.8,588.7,53.9,0.0,0.0,0.0
2026-04-08 13:39:10,31.4,37.7,613.8,53.9,0.0,0.0,0.0
2026-04-08 13:39:15,31.3,37.7,611.1,53.9,0.0,0.0,0.0
2026-04-08 13:39:20,31.4,37.7,597.8,53.9,0.0,0.0,0.0
2026-04-08 13:39:25,31.5,37.8,611.2,53.9,0.0,0.0,0.0
2026-04-08 13:39:30,31.3,37.8,603.6,53.9,0.0,0.0,0.0
2026-04-08 13:39:35,31.3,37.9,607.9,53.9,0.0,0.0,0.0
2026-04-08 13:39:40,31.5,37.8,605.2,53.9,0.0,0.0,0.0
2026-04-08 13:39:45,31.3,37.8,614.2,53.9,0.0,0.0,0.0
2026-04-08 13:39:50,31.3,37.8,590.2,53.9,0.0,0.0,0.0
2026-04-08 13:39:55,31.3,37.9,613.1,53.9,0.0,0.0,0.0
2026-04-08 13:40:00,31.4,37.9,612.1,53.9,0.0,0.0,0.0
2026-04-08 13:40:05,31.6,37.9,596.3,53.9,0.0,0.0,0.0
2026-04-08 13:40:10,31.5,37.9,617.0,53.9,0.0,0.0,0.0
2026-04-08 13:40:15,31.5,38.0,596.8,53.9,0.0,0.0,0.0
2026-04-08 13:40:20,31.3,38.0,591.3,53.9,0.0,0.0,0.0
2026-04-08 13:40:25,31.5,38.0,586.9,53.9,0.0,0.0,0.0
2026-04-08 13:40:30,31.4,38.0,609.8,53.9,0.0,0.0,0.0
2026-04-08 13:40:35,31.4,38.0,595.6,53.9,0.0,0.0,0.0
2026-04-08 13:40:40,31.4,38.1,604.8,53.9,0.0,0.0,0.0
2026-04-08 13:40:45,31.4,38.1,619.2,53.8,0.0,0.0,0.0
2026-04-08 13:40:50,31.4,38.3,608.1,53.8,0.0,0.0,0.0
2026-04-08 13:40:55,31.2,38.3,599.7,53.8,0.0,0.0,0.0
2026-04-08 13:41:00,31.4,38.3,599.5,53.8,0.0,0.0,0.0
2026-04-08 13:41:05,31.4,38.2,604.8,53.8,0.0,0.0,0.0
2026-04-08 13:41:10,31.4,38.1,584.6,53.8,0.0,0.0,0.0
2026-04-08 13:41:15,31.5,38.0,597.9,53.8,0.0,0.0,0.0
2026-04-08 13:41:20,31.5,37.9,605.9,53.8,0.0,0.0,0.0
2026-04-08 13:41:25,31.4,37.8,598.3,53.8,0.0,0.0,0.0
2026-04-08 13:41:30,31.5,37.9,618.9,53.8,0.0,0.0,0.0
2026-04-08 13:41:35,31.3,37.9,613.0,53.9,0.0,0.0,0.0
2026-04-08 13:41:40,31.3,38.0,590.1,53.9,0.0,0.0,0.0
2026-04-08 13:41:45,31.4,38.0,608.1,53.8,0.0,0.0,0.0
2026-04-08 13:41:50,31.4,38.0,608.1,53.8,0.0,0.0,0.0
2026-04-08 13:41:55,31.4,38.0,594.2,53.8,0.0,0.0,0.0
2026-04-08 13:42:00,31.3,38.0,596.2,53.8,0.0,0.0,0.0
2026-04-08 13:42:05,31.5,38.1,600.4,53.8,0.0,0.0,0.0
2026-04-08 13:42:10,31.4,38.0,599.6,53.8,0.0,0.0,0.0
2026-04-08 13:42:15,31.3,38.1,614.5,53.9,0.0,0.0,0.0
2026-04-08 13:42:20,31.5,38.2,604.3,53.9,0.0,0.0,0.0
2026-04-08 13:42:25,31.4,38.2,599.7,53.9,0.0,0.0,0.0
2026-04-08 13:42:30,31.4,38.2,612.9,53.9,0.0,0.0,0.0
2026-04-08 13:42:35,31.4,38.2,589.9,53.9,0.0,0.0,0.0
2026-04-08 13:42:40,31.4,38.3,609.0,53.9,0.0,0.0,0.0
2026-04-08 13:42:45,31.3,38.2,579.3,53.9,0.0,0.0,0.0
2026-04-08 13:42:50,31.4,38.2,606.3,53.8,0.0,0.0,0.0
2026-04-08 13:42:55,31.4,38.2,598.5,53.8,0.0,0.0,0.0
2026-04-08 13:43:00,31.4,38.2,595.6,53.8,0.0,0.0,0.0
2026-04-08 13:43:05,31.5,38.3,599.0,53.9,0.0,0.0,0.0
2026-04-08 13:43:10,31.4,38.2,591.6,53.9,0.0,0.0,0.0
2026-04-08 13:43:15,31.5,38.2,599.8,53.8,0.0,0.0,0.0
2026-04-08 13:43:20,31.3,38.1,590.9,53.8,0.0,0.0,0.0
2026-04-08 13:43:25,31.4,38.1,604.9,53.8,0.0,0.0,0.0
2026-04-08 13:43:30,31.4,38.2,603.7,53.9,0.0,0.0,0.0
2026-04-08 13:43:35,31.4,38.2,608.4,53.9,0.0,0.0,0.0
2026-04-08 13:43:40,31.4,38.3,612.9,53.9,0.0,0.0,0.0
2026-04-08 13:43:45,31.4,38.2,598.2,53.9,0.0,0.0,0.0
2026-04-08 13:43:50,31.4,38.2,586.4,53.9,0.0,0.0,0.0
2026-04-08 13:43:55,31.4,38.2,593.8,53.9,0.0,0.0,0.0
2026-04-08 13:44:00,31.3,38.2,604.3,53.9,0.0,0.0,0.0
2026-04-08 13:44:05,31.4,38.2,598.5,53.9,0.0,0.0,0.0
2026-04-08 13:44:10,31.4,38.3,599.5,53.9,0.0,0.0,0.0
